,qnum,name,coordinates,birth location,birth country,img
537,Q72648,Lucas Digne,"(48.959444444, 2.887777777)",Meaux,France,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Digne%20Everton.jpg
538,Q123118,Raymond Kopa,"(50.479722222, 2.664722222)",Nœux-les-Mines,France,http://commons.wikimedia.org/wiki/Special:FilePath/Raymond%20Kopa%201963.jpg
540,Q269883,Emmanuel Petit,"(49.921666666, 1.077777777)",Dieppe,France,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20Petit.jpg
541,Q1919,Mathieu Valbuena,"(44.882777777, -0.6125)",Bruges,France,http://commons.wikimedia.org/wiki/Special:FilePath/Mathieu%20Valbuena%202019.jpg
542,Q295262,Carlos Alberto Torres,"(-22.908333333, -43.196388888)",Rio de Janeiro,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Alberto%20%281970%29.jpg
543,Q381729,Müller,"(-20.468611111, -54.622222222)",Campo Grande,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Lu%C3%ADs%20Ant%C3%B4nio%20Corr%C3%AAa%20da%20Costa%20%28M%C3%BCller%29%2001.jpg
544,Q180444,Eduardo da Silva,"(-22.908333333, -43.196388888)",Rio de Janeiro,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20da%20Silva2.jpg
545,Q19708656,Gabriel Jesus,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/20180610%20FIFA%20Friendly%20Match%20Austria%20vs.%20Brazil%20Gabriel%20Jesus%20850%201688.jpg
546,Q22717,Fritz Walter,"(49.444722222, 7.768888888)",Kaiserslautern,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Fritz%20Walter%20Trainingslager%20der%20Deutschen%20Fu%C3%9Fballnationalmannschaft%20in%20der%20Sportschule%20Malente%20%28cropped%29.jpg
547,Q44470,Uwe Seeler,"(53.55, 10.0)",Hamburg,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Uwe%20Seeler.JPG
548,Q309966,Bernd Leno,"(48.966666666, 9.133333333)",Bietigheim-Bissingen,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Bernd%20Leno%20850%200646.jpg
549,Q828203,Berti Vogts,"(51.1961, 6.60694)",Büttgen,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Berti%20Vogts%20press%20conference.JPG
550,Q44181,Anatolii Tymoshchuk,"(50.747777777, 25.324444444)",Lutsk,Ukraine,http://commons.wikimedia.org/wiki/Special:FilePath/Tymoschuk.jpg
551,Q311368,Nikola Kalinić,"(43.531666666, 16.494722222)",Solin,Croatia,http://commons.wikimedia.org/wiki/Special:FilePath/Nikola%20Kalinic%202.jpeg
552,Q297603,Nemanja Matić,"(44.755833333, 19.693888888)",Šabac,Serbia,http://commons.wikimedia.org/wiki/Special:FilePath/Nemanja%20Mati%C4%87%202018%20%28cropped%29.jpg
553,Q215358,Lucas Neill,"(-33.866666666, 151.2)",Sydney,Australia,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Neill.jpg
554,Q311559,Joshua Kennedy,"(-36.121388888, 146.888055555)",Wodonga,Australia,http://commons.wikimedia.org/wiki/Special:FilePath/Joshua%20Kennedy.jpg
555,Q275415,Ezequiel Lavezzi,"(-33.0250796, -60.633744)",Villa Gobernador Gálvez,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Ezequiel%20Lavezzi.jpg
557,Q437545,Owen Hargreaves,"(51.05, -114.066666666)",Calgary,Canada,http://commons.wikimedia.org/wiki/Special:FilePath/O%20Hargreaves.jpg
558,Q83756,Wes Brown,"(53.466666666, -2.233333333)",Manchester,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Brown%20Manchester%20-%20Old%20Trafford%20-%20Manchester%20United%20vs%20Crawley%20Town.jpg
559,Q165772,Harry Maguire,"(53.3825, -1.471944444)",Sheffield,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Harry%20Maguire%202018-07-11%201.jpg
560,Q191492,Bobby Moore,"(51.54, 0.08)",Barking,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Bobby%20Moore%201969.jpg
561,Q27569376,Trent Alexander-Arnold,"(53.416666666, -3.0)",Liverpool,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Trent%20Alexander-Arnold%202018.jpg
562,Q201534,Flórián Albert,"(45.95, 18.933333333)",Hercegszántó,Hungary,http://commons.wikimedia.org/wiki/Special:FilePath/Fl%C3%B3ri%C3%A1n%20Albert%20cropped.jpg
563,Q4712133,Alberto Moreno,"(37.383333333, -5.983333333)",Seville,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Alberto%20Moreno%20%28cropped%29.jpg
564,Q186415,Carlos Marchena,"(37.383333333, -5.983333333)",Seville,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Marchena.jpg
565,Q359118,Ernesto Valverde,"(40.12165, -5.5364459)",Viandar de la Vera,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Valverde%202014.jpg
566,Q44309,Daniel Van Buyten,"(50.0479266, 4.3173338)",Chimay,Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Van%20Buyten.jpg
567,Q137231,Arkadiusz Milik,"(50.166666666, 19.0)",Tychy,Poland,http://commons.wikimedia.org/wiki/Special:FilePath/Milik%20vs%20Ireland%202013.jpg
568,Q1756086,Lorenzo Insigne,"(40.833333333, 14.25)",Naples,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Bar%C3%A7a%20-%20Napoli%20-%2020140806%20-%2013%20%28cropped%29.jpg
569,Q44788,Matteo Darmian,"(45.5969, 8.908888888)",Legnano,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/20150616%20-%20Portugal%20-%20Italie%20-%20Gen%C3%A8ve%20-%20Matteo%20Darmian%201.jpg
570,Q189716,Mauro Camoranesi,"(-37.316666666, -59.133333333)",Tandil,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Camoranesi%202016.jpg
571,Q276026,Luigi Riva,"(45.875, 8.6217)",Leggiuno,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Gigi%20Riva%2C%20Italia%2C%201968%20%28cropped%202%29.JPG
572,Q299779,Salvatore Sirigu,"(40.3200621, 9.3280792)",Nuoro,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Salvatore%20Sirigu%20au%20Camp%20des%20Loges%20%2802082011%29%20cropped.jpg
573,Q485196,Lassana Diarra,"(48.856944444, 2.351388888)",Paris,France,http://commons.wikimedia.org/wiki/Special:FilePath/Lassana%20Diarra%202012.jpg
574,Q1910,Yohan Cabaye,"(50.7225, 3.160277777)",Tourcoing,France,http://commons.wikimedia.org/wiki/Special:FilePath/Yohan%20Cabaye.JPG
575,Q1943,Abou Diaby,"(48.911111111, 2.3825)",Aubervilliers,France,http://commons.wikimedia.org/wiki/Special:FilePath/Abou%20Diaby%20Arsenal%20vs%20Birmingham%202010-11.jpg
576,Q312486,Didi,"(-21.753888888, -41.323888888)",Campos dos Goytacazes,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Waldir%20Pereira%201958.jpg
577,Q312886,Lucas Moura,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/2020-03-10%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20UEFA%20Champions%20League%20Achtelfinale%2C%20RB%20Leipzig%20-%20Tottenham%20Hotspur%201DX%203703%20by%20Stepro.jpg
578,Q314099,Jô,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Alves%20J%C3%B4.jpg
579,Q467232,Dudu Cearense,"(-3.7275, -38.5275)",Fortaleza,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Dudu.jpg
580,Q47489,Djalma Feitosa Dias,"(-23.960833333, -46.333888888)",Santos,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Djalminha.jpg
581,Q455161,Uwe Bein,"(50.887222222, 10.005555555)",Heringen,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Uwe%20Bein.jpg
582,Q44194,Sepp Maier,"(48.866666666, 12.916666666)",Metten,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Sepp%20Maier%2C%201978.jpg
583,Q994561,Jonas Hector,"(49.233333333, 7.0)",Saarbrücken,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Jonas%20Hector%20850%200692.jpg
584,Q188542,Aliaksandr Hleb,"(53.902246, 27.561837)",Minsk,Belarus,http://commons.wikimedia.org/wiki/Special:FilePath/Hleb%20At%20Underhill%20Stadium.jpg
586,Q314227,Domagoj Vida,"(45.560277777, 18.670277777)",Osijek,Croatia,http://commons.wikimedia.org/wiki/Special:FilePath/Vida%202018%202.jpg
587,Q489107,Slaven Bilić,"(43.51, 16.45)",Split,Croatia,http://commons.wikimedia.org/wiki/Special:FilePath/Slaven%20Bilic%20West%20Ham%20Vs%20Birkrikara%20%2819941778785%29%20%28cropped%29.jpg
588,Q436987,David Ospina,"(6.244747222, -75.574827777)",Medellín,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Polic%C3%ADa%20de%20Infancia%20y%20Adolescencia%20-%20David%20Ospina%20%28cropped%29.jpeg
589,Q168540,Roger Milla,"(3.857777777, 11.518055555)",Yaoundé,Cameroon,http://commons.wikimedia.org/wiki/Special:FilePath/Milla2008cropped.jpg
590,Q10585,Ben Foster,"(52.292, -1.537)",Royal Leamington Spa,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Foster%20Manchester%20United%20v%20West%20Bromwich%20Albion%202017.jpg
591,Q214498,David Seaman,"(53.43, -1.357222222)",Rotherham,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Seaman.jpg
592,Q233565,Denis Law,"(57.15, -2.1)",Aberdeen,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Denis%20Law.jpg
593,Q2092171,Denís Suárez,"(42.102222222, -8.557777777)",Salceda de Caselas,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Denis%20Su%C3%A1rez%20%28cropped%29.jpg
594,Q210914,Juanfran,"(38.248611111, -0.808888888)",Crevillent,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Juanfran%202012.jpg
596,Q218401,Roberto Soldado,"(39.47, -0.376388888)",Valencia,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Soldado%20valencia.jpg
598,Q507190,Paco Alcácer,"(39.4365348, -0.4679001)",Torrent,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Ukr-Spain2015%20%2812%29%20-%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg
599,Q2036160,Thomas Meunier,"(50.02696, 5.52387)",Sainte-Ode,Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/20110705%20Brugge%20-%20Mons%20%28Koksijde%29%20%2865%29-1.jpg
600,Q2301910,Michy Batshuayi,"(50.846666666, 4.351666666)",Brussels,Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Michy%20Batshuayi%202019.jpg
601,Q192840,Sami Hyypiä,"(60.393055555, 25.663888888)",Porvoo,Finland,http://commons.wikimedia.org/wiki/Special:FilePath/Sami%20Hyypia%202012.jpg
602,Q83638,Sebastian Larsson,"(59.348700525, 16.449032942)",Eskilstuna,Sweden,http://commons.wikimedia.org/wiki/Special:FilePath/Seb%20Larsson.jpg
603,Q458101,Ciro Immobile,"(40.756944444, 14.444444444)",Torre Annunziata,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Ciro%20Immobile.jpg
604,Q20830808,Gianluigi Donnarumma,"(40.7, 14.483333333)",Castellammare di Stabia,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Gianluigi%20Donnarumma%20%2831895135436%29%20%28cropped%29.jpg
605,Q188564,Massimo Ambrosini,"(43.91015, 12.9133)",Pesaro,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Ambro.jpg
606,Q191151,Alberto Aquilani,"(41.893055555, 12.482777777)",Rome,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Alberto%20Aquilani%202011%20Singapore.jpg
607,Q219390,Giacinto Facchetti,"(45.521388888, 9.592777777)",Treviglio,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/1966%E2%80%9367%20Inter%20Milan%20-%20Giacinto%20Facchetti.jpg
608,Q519008,André Gomes,"(41.03058, -8.58147)",Grijó,Portugal,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Filipe%20Tavares%20Gomes.jpg
609,Q262203,Fatih Terim,"(37.0, 35.325)",Adana,Turkey,http://commons.wikimedia.org/wiki/Special:FilePath/Fatih%20Terim%202018.jpg
610,Q219657,Frank de Boer,"(52.653333333, 5.073333333)",Hoorn,Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/FrankBoer.JPG
611,Q327456,Hakim Ziyech,"(52.524166666, 5.7125)",Dronten,Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Hakim%20Ziyech%202020.jpg
612,Q26259982,Matthijs de Ligt,"(52.15, 4.516666666)",Leiderdorp,Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Matthijs%20de%20Ligt%202018.jpg
613,Q484968,Louis Saha,"(48.856944444, 2.351388888)",Paris,France,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvain%20Distin%20Louis%20Saha%20vs%20ManU%202009.jpg
614,Q1940,André-Pierre Gignac,"(43.405277777, 5.0475)",Martigues,France,http://commons.wikimedia.org/wiki/Special:FilePath/Final%20CONCACAF%2023%20%28cropped%29.jpg
615,Q1944,Jérémy Toulalan,"(47.217222222, -1.553888888)",Nantes,France,http://commons.wikimedia.org/wiki/Special:FilePath/Toulalan3.jpg
616,Q13306,Alexandre Lacazette,"(45.758888888, 4.841388888)",Lyon,France,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Lacazette%20at%20Baku%20before%202019%20UEFA%20Europe%20League%20Final.jpg
617,Q299693,Djalma Santos,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Djalma%20Santos.jpg
618,Q329451,Luiz Gustavo,"(-22.923888888, -45.461666666)",Pindamonhangaba,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Luis%20Gustavo%20Dias.jpg
619,Q437329,Danilo,"(-21.73237, -43.10454)",Bicas,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/20180610%20FIFA%20Friendly%20Match%20Austria%20vs.%20Brazil%20Danilo%20Luiz%20850%201591%20%28cropped%29.jpg
621,Q204407,Ramires,"(-22.47, -43.825833333)",Barra do Piraí,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Ramires%20santos%20do%20nascimento.jpg
622,Q2070423,Antônio Carlos Zago,"(-22.125833333, -51.388888888)",Presidente Prudente,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Ant%C3%B4nio%20Carlos%20Zago%20%282010%29.JPG
623,Q458493,Igor Lediakhov,"(43.585277777, 39.720277777)",Sochi,Russia,http://commons.wikimedia.org/wiki/Special:FilePath/Igor%20Ledyakhov%202011.jpg
624,Q63676,Arne Friedrich,"(52.2, 8.8)",Bad Oeynhausen,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Arne%20Friedrich%20-%202019202180519%202019-07-21%20Champions%20for%20Charity%20-%201024%20-%20AK8I4805.jpg
625,Q107076,Torsten Frings,"(50.824722222, 6.1275)",Würselen,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Fringsvsla2012.jpg
627,Q107089,Robert Enke,"(50.927222222, 11.586388888)",Jena,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Enke%203.JPG
628,Q96755,Antonio Rüdiger,"(52.516666666, 13.383333333)",Berlin,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Antonio%20R%C3%BCdiger%20850%200711.jpg
629,Q127914,Sead Kolašinac,"(49.016666666, 8.4)",Karlsruhe,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/1%20Sead%20Kola%C5%A1inac%202018%20%28cropped%29.jpg
630,Q129109,Matthias Ginter,"(47.994722222, 7.849722222)",Freiburg im Breisgau,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Matthias%20Ginter%20850%200643.jpg
631,Q174926,Rafinha,"(-23.31, -51.162777777)",Londrina,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/S04%20Rafinha%2001.jpg
632,Q152340,Jan Koller,"(50.083333333, 14.416666666)",Prague,Czech Republic,http://commons.wikimedia.org/wiki/Special:FilePath/Koller.jpg
633,Q154305,Niko Kovač,"(52.53333333, 13.16666667)",West Berlin,Allied-occupied Germany,http://commons.wikimedia.org/wiki/Special:FilePath/2019147182952%202019-05-27%20Fussball%201.FC%20Kaiserslautern%20vs%20FC%20Bayern%20M%C3%BCnchen%20-%20Sven%20-%201D%20X%20MK%20II%20-%200109%20-%20B70I8408%20%28cropped%29.jpg
634,Q329524,Gary Medel,"(-33.45, -70.666666666)",Santiago,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20Medel%20CHI2011.jpg
635,Q310635,Rodrigo Palacio,"(-38.716666666, -62.266666666)",Bahía Blanca,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20in%20the%20final%20of%20the%20World%20Cup%202014%20-2014-07-13%20%2840%29.jpg
636,Q337617,Erik Lamela,"(-34.599722222, -58.381944444)",Buenos Aires,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/2020-03-10%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20UEFA%20Champions%20League%20Achtelfinale%2C%20RB%20Leipzig%20-%20Tottenham%20Hotspur%201DX%203690%20by%20Stepro%20%28cropped%29.jpg
637,Q16648816,Yerry Mina,"(3.133611111, -76.3925)",Guachené,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/FWC%202018%20-%20Round%20of%2016%20-%20COL%20v%20ENG%20-%20Photo%20103%20%28cropped%29.jpg
638,Q216312,José Luis Chilavert,"(-25.27, -57.487222222)",Luque,Paraguay,http://commons.wikimedia.org/wiki/Special:FilePath/Chilavert%20sanlorenzo.jpg
639,Q316681,Gareth Southgate,"(51.655278, -0.395833)",Watford,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/ENG-PAN%20%2822%29%202018-6-69%20Gareth%20Southgate.jpg
640,Q10577,Tom Cleverley,"(51.2667, -1.0876)",Basingstoke,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Tom%20Cleverley%202015.jpg
641,Q13014035,Jordan Pickford,"(54.9, -1.52)",Washington,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Jordan%20Pickford%202018%20%28cropped%29.jpg
642,Q159159,Andy Carroll,"(54.95, -1.6)",Gateshead,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/AndyCarrollSeptember2015.JPG
643,Q152492,Roque Santa Cruz,"(-25.27, -57.487222222)",Luque,Paraguay,http://commons.wikimedia.org/wiki/Special:FilePath/Roque%20Luis%20Santa%20Cruz.jpg
644,Q455611,Rafinha,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Rafael%20Alcantara.jpg
645,Q153266,Łukasz Piszczek,"(49.933333333, 19.0)",Czechowice-Dziedzice,Poland,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%81ukasz%20Piszczek%202014%20%28cropped%29.jpg
646,Q190651,Jerzy Dudek,"(50.083333333, 18.5)",Rybnik,Poland,http://commons.wikimedia.org/wiki/Special:FilePath/Jerzy%20Dudek.jpg
647,Q191869,Vincenzo Iaquinta,"(39.083333333, 17.116666666)",Crotone,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Iaquinta%202010.jpg
648,Q202569,Emre Belözoğlu,"(41.01, 28.960277777)",Istanbul,Turkey,http://commons.wikimedia.org/wiki/Special:FilePath/Emre%20in%20national%20team%20%2811.08.2010%29.JPG
650,Q456834,Oribe Peralta,"(25.54389, -103.41898)",Torreón,Mexico,http://commons.wikimedia.org/wiki/Special:FilePath/Oribe%20Peralta%20Selecci%C3%B3n%20Mexicana.jpg
651,Q1923,Jérémy Ménez,"(48.696944444, 2.295555555)",Longjumeau,France,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%A9my%20M%C3%A9nez.jpg
652,Q1928,Hatem Ben Arfa,"(48.800833333, 2.261944444)",Clamart,France,http://commons.wikimedia.org/wiki/Special:FilePath/Hatem%20Ben%20Arfa%20Cannes%202016%202.jpg
653,Q378101,Marcelinho Carioca,"(-22.908333333, -43.196388888)",Rio de Janeiro,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Marcelinho%20Carioca.JPG
654,Q455799,Baltazar Maria de Morais Júnior,"(-16.680555555, -49.256388888)",Goiânia,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Baltazar%20Morais.jpg
655,Q468656,Fábio Simplício,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Fabio%20Simplicio.jpg
656,Q531080,Paulo César Tinga,"(-30.032777777, -51.23)",Porto Alegre,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Tinga2.jpg
657,Q210102,Jairzinho,"(-22.908333333, -43.196388888)",Rio de Janeiro,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Jairzinho%201974.jpg
658,Q59870,Emerson Sheik,"(-22.758888888, -43.450833333)",Nova Iguaçu,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Emerson%202012%20FIFA%20Club%20World%20Cup.jpg
660,Q83329,Nílton Santos,"(-22.908333333, -43.196388888)",Rio de Janeiro,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Nilton%20Santos%201%20%281956%29.tif
661,Q125063,Paulo Silas,"(-22.900913888, -47.057294444)",Campinas,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Paulo%20Silas.jpg
662,Q203451,Juninho Pernambucano,"(-8.053888888, -34.880833333)",Recife,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Juninho%20wikipedia.jpg
663,Q612236,Dmitri Radchenko,"(59.95, 30.316666666)",Saint Petersburg,Russia,http://commons.wikimedia.org/wiki/Special:FilePath/Dmitri%20Radchenko.jpg
664,Q152886,Lars Bender,"(47.856111111, 12.128888888)",Rosenheim,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Lars-Bender-2018-08-19.jpg
665,Q152940,Marcell Jansen,"(51.2, 6.433333333)",Mönchengladbach,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Jansen.JPG
666,Q152984,Christoph Metzelder,"(51.75, 7.183333333)",Haltern am See,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/2016-02-01%201054%20Christoph%20Metzelder%20%28cropped%29.JPG
667,Q153416,Marcel Schmelzer,"(52.127777777, 11.629166666)",Magdeburg,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Marcel%20Schmelzer%202014%20crop.jpg
668,Q44340,Uli Hoeneß,"(48.39841, 9.99155)",Ulm,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Uli%20Hoene%C3%9F%202019.jpg
669,Q44478,Ottmar Hitzfeld,"(47.615555555, 7.661388888)",Lörrach,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Otmar%20Hitzfeld%20in%20Bulgaria%20%28cropped%29.jpg
670,Q59490,Serge Gnabry,"(48.776111111, 9.1775)",Stuttgart,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/2019-06-11%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20L%C3%A4nderspiel%2C%20Deutschland-Estland%20StP%202220%20LR10%20by%20Stepro.jpg
671,Q520721,Leon Goretzka,"(51.483333333, 7.216666666)",Bochum,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/2019-06-11%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20L%C3%A4nderspiel%2C%20Deutschland-Estland%20StP%202074%20LR10%20by%20Stepro%20%28cropped%29.jpg
672,Q340595,Akhrik Tsveiba,"(43.1, 40.61666667)",Gudauta,Georgia,http://commons.wikimedia.org/wiki/Special:FilePath/Rus-Ger%202012%20%285%29.jpg
673,Q211451,Aleksandar Kolarov,"(44.85, 20.4)",Zemun,Serbia,http://commons.wikimedia.org/wiki/Special:FilePath/Kolarov%20Serbia.jpg
674,Q321330,Mile Jedinak,"(-33.866666666, 151.2)",Sydney,Australia,http://commons.wikimedia.org/wiki/Special:FilePath/Mile%20Jedinak%20Antalyaspor.JPG
675,Q295637,Victor Moses,"(6.45, 3.4)",Lagos,Nigeria,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Moses.jpg
677,Q11958,Phillip Cocu,"(51.434444444, 5.484166666)",Eindhoven,Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Phillip%20Cocu.jpg
679,Q200770,Robert Green,"(51.3902, -0.5074)",Chertsey,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Robert-Greenpp.jpg
680,Q203781,Roy Hodgson,"(51.3727, -0.1099)",Croydon,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/RoyH.JPG
681,Q310623,Brendan Rodgers,"(54.99, -5.99)",Carnlough,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Brendan%20Rodgers%202014%20%28cropped%29.jpg
682,Q296822,Vinnie Jones,"(51.655278, -0.395833)",Watford,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/VinnieJonesCCJuly07.jpg
683,Q223156,Santiago Bernabéu Yeste,"(38.8682065, -1.0978627)",Almansa,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Bernab%C3%A9u%20Real%20Madrid.jpg
684,Q620792,Aleix Vidal,"(41.27797, 1.29711)",Puigpelat,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/2015%20UEFA%20Super%20Cup%2040.jpg
685,Q14558450,Adnan Januzaj,"(50.846666666, 4.351666666)",Brussels,Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Adnan%20Januzaj%20%28cropped%29.JPG
686,Q795451,Nacer Chadli,"(50.624993055, 5.590731388)",Liège,Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Nacer%20Chadli2013.jpg
687,Q192491,Olof Mellberg,"(58.966666666, 14.1)",Skagersvik,Sweden,http://commons.wikimedia.org/wiki/Special:FilePath/Olof%20Mellberg%202006.jpg
688,Q1354322,Grzegorz Krychowiak,"(53.916666666, 15.2)",Gryfice,Poland,http://commons.wikimedia.org/wiki/Special:FilePath/Krychowiak%20in%202020.jpg
689,Q32556,Antonio Candreva,"(41.893055555, 12.482777777)",Rome,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20candreva.JPG
690,Q62166,Christian Abbiati,"(45.4009, 8.9185)",Abbiategrasso,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Abbiati%202008.jpg
691,Q203684,Simone Pepe,"(41.733333333, 12.666666666)",Albano Laziale,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/SimonePepe.JPG
692,Q219618,Morgan De Sanctis,"(42.189222222, 14.221591666)",Guardiagrele,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Morgan%20De%20Sanctis.jpg
